statement,label,__index_level_0__
The research also finds that enormous changes to farming are needed to avoid destroying the planet ' s ability to feed the 10 billion people expected to be on the planet in a few decades .,intentional,4496
The artist's cultural pride shapes the traditional themes in their work.,intentional,4218
"Decades of over-aggressive fire suppression policies have caused an unnatural buildup of older , denser , more vulnerable pine forests . These conditions predictably aid pine beetles .",false causality,3255
"Our approach is valid because it's accepted, and it's accepted because it's valid.",circular reasoning,202
"Everyone loves Rebecca, because she is so popular.",faulty generalization,3510
"My cat sleeps all day, so cats must be pretty lazy.",faulty generalization,4931
It looks like the Arctic Ocean missed the memo and isn ' t playing along with the liberal talking points .,circular reasoning,5535
"Thus , nitrogen fertilisers and carbon dioxide fertilisation have together increased global food production by 111 per cent .",intentional,1733
"Objective scientific data verify winters are getting colder , which counters the key prerequisite to EDF ' s pine beetle claim . NOAA temperature data show winter temperatures in the United States have been getting colder for at least the past two decades . Pine beetles can not be taking advantage of warmer winters if winters are in fact getting colder .",intentional,2777
"Of course the Senator from Maine opposes a reduction in naval spending. After all, Bath Ironworks, which produces warships, is in Maine.",ad hominem,1707
"If we allow remote work, no one will ever come to the office again.",fallacy of logic,5172
Broccoli has significantly less fat than the leading candy bar!,faulty generalization,5249
What's the point of discussing climate change when there are more pressing issues like poverty?,fallacy of relevance,3474
"""I failed my AP vocab test so clearly I'm going to fail the class. Then I won't get into college and will never get a job. I will have to live in my parents' basement for the rest of my life. My life is ruined"" is an example of",faulty generalization,854
all bachelors are unmarried males,circular reasoning,4737
"The team is strong because it wins, and it wins because it's strong.",circular reasoning,4097
"Most of my testimony about the defendant was the opposite of what I actually believe but I'll bet there's no expert witness who has always told the truth from the time they were old enough to talk, so I'm no less honest than they are.",faulty generalization,2160
"""You're not feeling well because you use your phone so much.""",false causality,698
"My opponent raises a good point, but can we really trust him? I mean he moved to this town only two years ago and everyone knows that his wife left him.",ad hominem,5737
"For good reason : In the U.S. , and for much of the world , the most dangerous environmental pollutants have been cleaned up . U.S. emissions of particulates , metals and varied gasesall of these : ozone , lead , carbon monoxide , oxides of nitrogen and sulfurfell almost 70 % between 1970 and 2014 .",ad hominem,2999
"Charlie: Fast food is filled with salt, fat and added sugars. We need better regulation of the industry.
Bob: That may be, but you're such a hypocrite! I saw you devour a Triple-Baconator, super-sized fries and 64 ounces of soda yesterday.",ad hominem,3696
My teacher told us she learned the hard way that procrastination is a bad habit!,faulty generalization,1636
"I believe that when we die, we will spend eternity reading books and learning more about writing composition. I am so comforted by this belief!",appeal to emotion,3457
"If you care about animal welfare, you must want to ban all pets.",fallacy of extension,3581
""" Welcome to climate chaos .",appeal to emotion,1291
